Name,CR,Type,Size,Image URL
Pharblex Spattergoo,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/470/100/100/636373133304367772.jpeg
Githyanki Warrior,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/546/100/100/636376339769660614.jpeg
Water Weird,3,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/16/591/100/100/636376367493746277.jpeg
Carrion Stalker,3,Monstrosity,Tiny,https://www.dndbeyond.com/avatars/thumbnails/17747/440/100/100/637568590123931892.jpeg
Bullywug Knight,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/363/100/100/637677437203111055.jpeg
Mercion,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/486/100/100/637677442227673064.jpeg
Mister Light,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/492/100/100/637677442561763039.jpeg
Mister Witch,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/504/100/100/637677442901241760.jpeg
Molliver,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/512/100/100/637677443170361737.jpeg
Zargash,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/614/100/100/637677447204054329.jpeg
Draconian Infiltrator,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/199/100/100/637707682416974177.jpeg
Dragon Chosen,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/215/100/100/637707682437722009.jpeg
Dragonflesh Grafter,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/239/100/100/637707682470481043.jpeg
Sapphire Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/298/100/100/637707682553471662.jpeg
Blue Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/21222/241/100/100/637708181280061323.jpeg
Brackish Trudge,3,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/22135/782/100/100/637743395543893637.jpeg
Sword Wraith Warrior,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/24407/164/100/100/637828636921825351.jpeg
Zegdar,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25078/469/100/100/637853937712539894.jpeg
Black Earth Priest,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25141/732/100/100/637856461753664763.jpeg
Eternal Flame Priest,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25141/966/100/100/637856468429437407.jpeg
Puppeteer Parasite,3,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/25265/563/100/100/637861450531241146.jpeg
Redcap,3,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/25706/7/100/100/637878884179218398.jpeg
Archer,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/139/100/100/637880557135464371.jpeg
Bulezau,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/193/100/100/637880557226722838.jpeg
Cave Fisher,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/206/100/100/637880557252475338.jpeg
Choldrith,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/218/100/100/637880557272187175.jpeg
Deathlock Wight,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/250/100/100/637880557323711693.jpeg
Deep Scion,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/259/100/100/637880557339443276.jpeg
Derro Savant,3,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/25746/265/100/100/637880557350584281.jpeg
Dolphin Delighter,3,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/282/100/100/637880557376646631.jpeg
Flail Snail,3,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/367/100/100/637880557521240016.jpeg
Giff (Gunpowder Keg Variant),3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/405/100/100/637880557597246913.jpeg
Giff,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/409/100/100/637880557609708110.jpeg
Illusionist Wizard,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/466/100/100/637880557721738522.jpeg
Leucrotta,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/490/100/100/637880557765542366.jpeg
Martial Arts Adept,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/502/100/100/637880557784904182.jpeg
Merrenoloth,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/529/100/100/637880557820047481.jpeg
Neogi,3,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/25746/565/100/100/637880557876662650.jpeg
Slithering Tracker,3,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/649/100/100/637880558003083512.jpeg
Swashbuckler,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/703/100/100/637880558080729717.jpeg
Trapper,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/723/100/100/637880558111152544.jpeg
Vampiric Mist,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/728/100/100/637880558117993102.jpeg
Doppelganger,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/26290/411/100/100/637900601270449892.jpeg
Merrenoloth,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/264/602/100/100/636595871155276133.jpeg
Bulezau,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/266/408/100/100/636596712486828978.jpeg
Dragon Hunter,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/27340/624/100/100/637937472202887336.jpeg
One-Eyed Shiver,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/27359/354/100/100/637937982275019327.jpeg
Aartuk Elder,3,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/28079/769/100/100/637961800636978861.jpeg
Astral Elf Warrior,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/800/100/100/637961800702342303.jpeg
Githyanki Buccaneer,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/852/100/100/637961800801868628.jpeg
Plasmoid Warrior,3,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/908/100/100/637961800905607143.jpeg
Solar Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/920/100/100/637961800931190621.jpeg
Ssurran Defiler,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/940/100/100/637961800966602011.jpeg
Giff,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/281/419/100/100/636603717375136075.jpeg
Owlbear,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/29317/483/100/100/638004851982664062.jpeg
Girallon Zombie,3,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/30/778/100/100/636395102208235997.jpeg
Dragon Army Dragonnel,3,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/30414/522/100/100/638046466552372082.jpeg
Kapak Draconian,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/539/100/100/638046466579414773.jpeg
Markos Delphi,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32093/623/100/100/638113141142093247.jpeg
Vampiric Mist,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/322/314/100/100/636623500277102452.jpeg
Giant Goose,3,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/712/100/100/638264236461789993.jpeg
Giant Ox,3,Fey,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/718/100/100/638264236477021680.jpeg
Goliath Giant-Kin,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/35952/731/100/100/638264236504714558.jpeg
Mud Hulk,3,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/752/100/100/638264236541408374.jpeg
Spotted Lion,3,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/788/100/100/638264236616236147.jpeg
Encephalon Gemmule,3,Aberration,Tiny,https://www.dndbeyond.com/avatars/thumbnails/36576/560/100/100/638291908489963890.jpeg
Knight of Eldraine,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/366/100/100/638308300214714733.jpeg
Ogre Chitterlord,3,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/36958/370/100/100/638308300221422638.jpeg
Redtooth Werefox,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/372/100/100/638308300225322659.jpeg
Bariaur Wanderer,3,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/398/100/100/638318543576745045.jpeg
Bleak Cabal Void Soother,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/401/100/100/638318543583921404.jpeg
Githzerai Traveler,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/451/100/100/638318543689688223.jpeg
Harmonium Peacekeeper,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/463/100/100/638318543715896010.jpeg
Society of Sensation Muse,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/524/100/100/638318543844283211.jpeg
Transcendent Order Instinct,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/539/100/100/638318543880475038.jpeg
Animated Coffin,3,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/37491/1/100/100/638330686414114609.jpeg
Harrow Hound,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/37782/593/100/100/638342873739284871.jpeg
Living Portent,3,Celestial,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37782/618/100/100/638342873804804460.jpeg
Bullywug Royal,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/40650/174/100/100/638463690084376943.jpeg
Barkburr,3,Plant,Small,https://www.dndbeyond.com/avatars/thumbnails/42855/611/100/100/638560560722482155.jpeg
Swarm of Gibberlings,3,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/42855/647/100/100/638560560781138361.jpeg
Vegepygmy Moldmaker,3,Plant,Small,https://www.dndbeyond.com/avatars/thumbnails/42855/655/100/100/638560560796114232.jpeg
Worker Robot,3,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/668/100/100/638560560812494475.jpeg
Doppelganger,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/46992/13/100/100/638736097236612849.jpeg
Swarm of Crawling Claws,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/46992/22/100/100/638736097260853364.jpeg
Knight,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47005/362/100/100/638736708829809115.jpeg
Basilisk,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/656/100/100/638741963832361115.jpeg
Bearded Devil,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/658/100/100/638741963835167738.jpeg
Blue Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/674/100/100/638741963857907160.jpeg
Displacer Beast,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/762/100/100/638741963978135313.jpeg
Giant Scorpion,3,Beast,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/877/100/100/638741964135604629.jpeg
Githyanki Warrior,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/899/100/100/638741964168309282.jpeg
Goblin Hexer,3,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/47138/921/100/100/638741964196802375.jpeg
Gold Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/927/100/100/638741964205247552.jpeg
Green Hag,3,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/939/100/100/638741964220436859.jpeg
Grell,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/943/100/100/638741964225429233.jpeg
Hell Hound,3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/967/100/100/638741964261197076.jpeg
Hobgoblin Captain,3,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/980/100/100/638741964280447262.jpeg
Hook Horror,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/988/100/100/638741964292123179.jpeg
Mummy,3,Undead,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/101/100/100/638741964442997625.jpeg
Nightmare,3,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/118/100/100/638741964465841418.jpeg
Owlbear,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/137/100/100/638741964494683421.jpeg
Phase Spider,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/149/100/100/638741964509717166.jpeg
Killer Whale,3,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47139/18/100/100/638741964331361137.jpeg
Quaggoth Thonot,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/183/100/100/638741964555837134.jpeg
Scout Captain,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/227/100/100/638741964617848569.jpeg
Spectator,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/252/100/100/638741964650924405.jpeg
Swarm of Lemures,3,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/286/100/100/638741964701604476.jpeg
Vampire Familiar,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/329/100/100/638741964763404684.jpeg
Warrior Veteran,3,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/357/100/100/638741964800207399.jpeg
Water Weird,3,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/361/100/100/638741964806446910.jpeg
Werewolf,3,Monstrosity,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/371/100/100/638741964819591780.jpeg
Wight,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/375/100/100/638741964826473116.jpeg
Winter Wolf,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/381/100/100/638741964834940005.jpeg
Yeti,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/387/100/100/638741964843734495.jpeg
Yuan-ti Malison (Type 1),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/417/100/100/638741964887535246.jpeg
Yuan-ti Malison (Type 2),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/419/100/100/638741964890190959.jpeg
Yuan-ti Malison (Type 3),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/421/100/100/638741964893949132.jpeg
Manticore,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/58/100/100/638741964385062638.jpeg
Minotaur of Baphomet,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/81/100/100/638741964416838756.jpeg
Ankylosaurus,3,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47144/532/100/100/638742152318979105.jpeg
Bugbear Stalker,3,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/47144/716/100/100/638742157684088472.jpeg
Flying Horror,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/645/100/100/636755090829637227.jpeg
Precognitive Mage,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/867/100/100/636755109827178334.jpeg
Kuo-toa Monitor,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47396/153/100/100/638752488564801399.jpeg
Lava Child,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4772/10/100/100/636764576971384580.jpeg
Flaming Skeleton,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/47782/55/100/100/638767835122408942.jpeg
Wight Lifedrinker,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/51505/718/100/100/638932886819713612.jpeg
Bearded Devil (Stranger Things),3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/761/100/100/638951219338840636.jpeg
Hell Hound (Stranger Things),3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/797/100/100/638951219379109044.jpeg
Yuan-ti Malison (Type 1),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/5735/805/100/100/636898133297113995.jpeg
Yuan-ti Malison (Type 2),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/5735/828/100/100/636898136127081682.jpeg
Yuan-ti Malison (Type 3),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/5735/836/100/100/636898137303504735.jpeg
Bearded Devil (Summoner Variant),3,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5737/569/100/100/636898318504101810.jpeg
Yuan-ti Malison (Type 4),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/5743/822/100/100/636899094642490612.jpeg
Yuan-ti Malison (Type 5),3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/5743/851/100/100/636899097770693616.jpeg
Assassin Vine,3,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/5907/467/100/100/636918204696027413.png
Rose Durst,3,Undead,Small,https://www.dndbeyond.com/avatars/thumbnails/6179/634/100/100/636949025832276766.png
Thorn Durst,3,Undead,Small,https://www.dndbeyond.com/avatars/thumbnails/6179/645/100/100/636949027009558091.png
Donaar Blit’zen,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/792/100/100/636953236703118651.png
K’thriss Drow’b,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/798/100/100/636953237215309108.png
Rosie Beestinger,3,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/6221/808/100/100/636953238395018977.png
Walnut Dankgrass,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/813/100/100/636953238717877540.png
Anchorite of Talos,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6288/420/100/100/636960342197853332.png
Horgar Steelshadow V,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6556/869/100/100/636987885681753908.png
Madcap,3,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/6684/668/100/100/637000133001868477.png
Mortlock Vanthampur,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6692/149/100/100/637000763474748635.png
Amrik Vanthampur,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6701/979/100/100/637001789234402930.png
Rilsa Rael,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6709/777/100/100/637002460265196673.png
Saeth Cromley,3,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6886/405/100/100/637018004362504117.png
Deathlock Wight,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/6900/916/100/100/637019337523156810.jpeg
Gold Dragon Wyrmling,3,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/7/515/100/100/636285466147907511.jpeg
Giant Mimic,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/7644/719/100/100/637084713718492186.jpeg
Dolgaunt,3,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/7725/601/100/100/637091618585555178.jpeg
Karrnathi Undead Soldier,3,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/7725/684/100/100/637091628944182237.jpeg
Lizardfolk Render,3,Humanoid,Large,https://www.dndbeyond.com/avatars/thumbnails/7953/622/100/100/637111521240897445.jpeg
Two-Headed Owlbear,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/7996/767/100/100/637115021328766109.jpeg
Yeti,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/8/661/100/100/636313413410357149.jpeg
Yuan-ti Malison,3,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/690/100/100/636314970006372789.jpeg
Displacer Beast,3,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/8/757/100/100/636318176492396347.jpeg
